epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,7670.6,1.92664,2.27735,1.79319,0.38978,0.32325,0.27239,0.1137,2.13009,2.34494,1.97919,5.36357e-05,5.36357e-05,5.36357e-05
136,7728.38,1.93383,2.28221,1.79307,0.37313,0.32687,0.27502,0.11483,2.12948,2.33966,1.9781,4.89104e-05,4.89104e-05,4.89104e-05
137,7785.6,1.9309,2.29278,1.7901,0.38078,0.32242,0.27318,0.11436,2.12937,2.34269,1.97489,4.44803e-05,4.44803e-05,4.44803e-05
138,7843.52,1.91671,2.26617,1.78807,0.37745,0.3243,0.27361,0.11549,2.12659,2.34902,1.97377,4.03471e-05,4.03471e-05,4.03471e-05
139,7901.64,1.91055,2.26744,1.78665,0.37358,0.32406,0.27441,0.11449,2.12298,2.34631,1.9707,3.65129e-05,3.65129e-05,3.65129e-05
140,7960.78,1.94179,2.26021,1.79737,0.38096,0.32126,0.27627,0.11622,2.12301,2.33929,1.97346,3.29791e-05,3.29791e-05,3.29791e-05
141,8011.72,1.99221,2.32017,1.88712,0.38389,0.31171,0.27138,0.11359,2.14142,2.35045,1.9792,2.97474e-05,2.97474e-05,2.97474e-05
142,8064.1,1.97123,2.26419,1.87261,0.40314,0.29542,0.2681,0.11323,2.15057,2.35685,1.98701,2.68192e-05,2.68192e-05,2.68192e-05
143,8115.05,1.95927,2.2698,1.87521,0.39187,0.30209,0.2695,0.11423,2.15038,2.3476,1.98682,2.41958e-05,2.41958e-05,2.41958e-05
144,8166.16,1.95374,2.26595,1.87061,0.40065,0.30005,0.2721,0.11441,2.14554,2.34299,1.98055,2.18783e-05,2.18783e-05,2.18783e-05
145,8217.42,1.94031,2.25735,1.8602,0.40323,0.30712,0.27796,0.11484,2.14726,2.33716,1.9822,1.98677e-05,1.98677e-05,1.98677e-05
146,8269.92,1.95471,2.23551,1.86237,0.4084,0.31406,0.27886,0.11524,2.14931,2.33484,1.98503,1.8165e-05,1.8165e-05,1.8165e-05
147,8319.17,1.95249,2.2481,1.86823,0.40389,0.31768,0.27711,0.11473,2.151,2.33668,1.98469,1.67708e-05,1.67708e-05,1.67708e-05
148,8369.32,1.95039,2.24254,1.86381,0.39099,0.32324,0.27848,0.11487,2.14774,2.33618,1.98198,1.56858e-05,1.56858e-05,1.56858e-05
149,8420.62,1.95076,2.23716,1.87749,0.39213,0.32367,0.27889,0.11441,2.1462,2.3325,1.98242,1.49105e-05,1.49105e-05,1.49105e-05
150,8472.02,1.94511,2.23664,1.87557,0.39492,0.32494,0.27976,0.11543,2.14526,2.33038,1.98216,1.44451e-05,1.44451e-05,1.44451e-05
